age,wc,education,marital status,race,gender,hours per week,IncomeClass
23,3,0,1,4,1,25,0
19,3,2,1,4,0,60,0
45,3,6,3,4,1,44,1
46,3,0,3,4,1,40,1
29,3,0,3,4,1,20,0
39,3,2,0,4,0,40,0
26,3,2,1,3,0,40,0
49,3,6,3,4,0,40,1
27,3,0,1,4,1,40,0
35,3,6,0,4,0,30,0
18,3,2,1,0,1,40,0
33,3,6,1,3,0,38,0
51,3,6,3,4,0,35,0
49,3,2,1,1,0,40,0
41,3,6,3,4,1,35,1
40,3,6,3,4,1,40,1
49,0,2,2,4,0,40,0
23,3,0,1,4,0,40,0
34,3,6,0,4,0,40,0
30,3,2,1,4,0,40,0
23,1,0,1,4,0,40,0
61,3,2,0,4,0,40,0
56,3,0,3,4,1,40,1
33,3,2,3,4,0,46,1
34,1,6,3,4,1,40,1
56,3,2,3,4,1,50,0
49,3,0,1,4,1,40,1
71,3,2,3,4,1,40,1
19,3,6,1,4,0,15,0
20,3,6,1,4,0,40,0
42,3,2,0,4,0,35,0
51,3,6,3,4,0,20,1
38,3,6,3,2,0,40,0
24,1,0,3,2,0,40,0
40,3,2,0,2,1,40,0
21,3,2,1,4,1,35,0
49,3,2,0,4,1,40,0
54,3,2,3,4,1,55,1
52,3,0,3,4,0,42,0
27,3,0,1,4,0,60,0
20,3,2,1,4,1,40,0
31,3,6,0,4,1,40,0
25,3,2,1,4,0,40,0
19,0,6,1,4,1,20,0
33,3,6,3,4,1,50,0
23,3,0,1,4,1,40,0
34,3,3,0,4,0,40,0
42,3,0,0,4,1,50,1
37,1,3,0,4,0,40,0
25,3,0,1,4,0,40,0
31,3,6,1,4,0,40,0
29,1,2,3,2,1,40,0
26,1,6,3,4,1,40,0
57,3,0,3,4,1,50,1
54,3,6,3,4,1,40,0
23,0,0,1,4,1,40,0
42,3,0,1,4,1,55,1
49,1,3,0,4,0,60,0
50,3,2,3,4,1,40,0
46,1,2,0,4,0,30,0
37,3,2,0,4,1,60,0
26,3,2,3,4,1,40,0
27,3,0,0,4,0,35,0
24,3,6,1,4,1,25,0
29,3,2,0,4,0,34,0
47,3,0,3,4,1,50,1
20,3,6,1,4,1,40,0
36,3,2,3,4,1,50,0
25,3,3,3,4,1,40,0
46,3,0,3,4,1,40,1
39,3,2,3,4,1,24,0
29,3,6,3,4,1,40,1
61,3,0,3,4,1,50,1
41,3,2,2,4,0,40,0
50,3,6,0,2,0,40,0
53,3,0,3,1,1,50,1
36,1,0,1,4,1,60,0
38,3,6,1,2,0,40,0
44,3,0,3,4,1,40,1
25,3,2,1,4,0,40,0
31,3,6,1,4,0,40,0
34,3,2,3,4,1,48,0
38,3,0,3,4,1,50,1
18,3,2,1,4,0,20,0
42,3,2,1,4,1,40,0
29,3,0,1,4,1,40,0
38,1,6,0,4,1,75,0
22,3,6,1,2,0,20,0
32,3,2,1,4,1,40,0
20,3,6,1,4,1,48,0
41,3,5,3,4,1,50,0
46,3,2,3,2,1,46,1
44,3,2,3,4,0,38,0
35,3,0,1,4,0,40,0
60,3,2,3,4,1,40,1
30,3,6,1,4,1,40,0
21,3,6,1,4,0,20,0
25,3,0,1,4,0,40,0
42,3,6,3,4,1,55,1
35,3,6,1,4,1,50,0
41,3,3,3,4,1,45,1
19,3,6,1,4,0,20,0
45,3,6,0,4,1,50,0
29,3,0,1,4,1,40,0
65,3,2,0,4,0,20,0
43,3,6,3,4,1,40,0
22,3,6,1,4,0,50,0
34,3,2,3,4,1,40,0
51,3,2,2,4,0,35,0
21,3,6,1,4,0,15,0
33,0,6,3,2,0,40,1
75,1,2,0,4,0,20,0
55,0,3,3,1,1,60,1
31,3,2,3,4,1,45,0
41,3,6,3,4,1,45,0
26,1,3,1,4,1,50,0
42,0,2,0,2,0,40,0
29,3,2,1,4,0,40,0
21,3,2,1,4,1,50,0
28,3,0,1,4,1,40,0
35,0,6,1,2,0,40,0
65,3,0,3,4,1,20,0
34,3,0,1,4,1,50,0
58,3,0,0,4,1,50,0
50,3,0,3,4,1,60,1
59,3,2,0,4,0,40,0
46,3,0,3,4,1,40,1
28,3,0,1,4,1,40,0
47,3,3,0,4,1,60,1
30,3,0,0,4,1,40,1
34,3,2,1,4,1,40,0
41,3,2,3,4,1,40,0
57,3,6,3,4,1,40,1
62,1,2,2,4,0,18,0
38,3,0,3,4,1,40,1
45,1,2,3,4,1,40,1
21,3,2,0,4,1,40,0
49,3,2,1,2,1,40,0
24,3,2,1,2,1,40,0
47,3,0,0,4,1,40,1
20,0,6,1,4,0,24,0
27,3,5,3,4,0,50,1
31,1,0,0,4,0,40,0
43,3,2,3,4,1,52,1
48,3,0,3,4,1,50,1
50,3,2,3,4,1,40,0
44,3,3,3,4,0,45,0
54,3,2,3,4,1,65,1
33,0,2,3,2,1,40,0
54,3,6,3,4,1,40,1
20,3,6,1,1,0,20,0
54,1,3,3,4,1,40,1
49,3,2,2,1,0,40,0
40,3,1,3,1,1,40,1
38,3,2,1,4,1,40,0
39,3,2,3,4,1,42,1
57,3,0,3,4,0,40,0
38,3,5,3,4,1,99,1
25,3,0,1,4,0,38,0
40,3,0,1,4,0,45,0
34,3,0,3,4,1,48,1
53,3,6,0,4,0,34,0
21,3,6,1,4,1,40,0
43,3,0,3,4,1,40,0
40,3,3,1,4,0,40,0
34,3,2,3,4,1,70,0
46,3,2,3,4,0,40,0
35,3,2,1,4,1,40,0
32,3,6,3,4,1,60,0
26,3,6,1,4,1,40,0
25,3,2,1,4,1,40,0
55,3,0,3,4,1,55,1
22,3,6,1,4,0,40,0
55,3,6,2,4,0,35,0
26,3,2,3,4,1,40,0
39,3,2,0,4,0,40,0
38,3,0,1,4,0,35,0
21,3,6,1,4,1,35,0
28,3,0,3,4,1,40,1
42,3,6,3,4,0,40,1
48,3,2,0,4,0,45,0
40,3,0,3,4,1,40,0
36,3,6,3,4,1,40,1
34,3,0,3,4,1,60,1
39,3,2,3,4,1,56,0
20,3,6,1,4,1,40,0
27,3,6,3,4,1,30,0
27,3,2,1,4,0,40,0
43,0,0,1,4,1,50,0
22,3,0,1,4,0,40,0
45,3,2,0,4,1,40,0
33,3,2,3,4,1,40,0
25,3,0,3,4,1,60,0
71,3,2,3,4,1,36,0
23,1,0,1,4,0,45,0
41,3,5,3,4,1,80,1
47,3,2,3,4,0,20,0
30,3,0,1,4,1,65,0
40,3,6,3,4,0,40,0
44,3,6,0,4,0,48,0
50,3,3,3,4,1,40,1
68,3,2,3,4,1,24,0
38,3,0,1,4,1,40,0
39,3,2,0,4,1,40,0
46,1,3,0,4,0,50,0
30,3,6,3,1,1,50,1
34,3,6,1,4,1,35,0
47,3,0,3,2,1,40,1
40,3,6,3,4,0,17,1
40,3,2,0,4,0,40,0
20,3,6,1,4,1,40,0
45,3,0,3,4,1,40,1
55,3,0,3,4,1,42,1
51,3,2,1,4,0,40,0
38,3,6,3,4,1,40,0
49,1,3,3,4,1,40,1
20,3,6,1,4,1,40,0
42,1,2,2,4,0,40,0
46,3,3,3,4,1,65,1
43,3,0,1,4,0,40,1
62,3,2,1,4,0,38,0
21,3,6,1,4,0,70,0
30,3,0,3,4,0,40,0
42,3,2,3,4,1,50,1
34,3,6,0,4,0,40,0
25,3,2,1,4,0,6,0
21,3,6,1,4,1,40,0
45,0,2,3,4,1,40,1
24,3,2,1,4,1,50,0
27,1,0,1,4,1,35,0
34,3,6,3,4,1,40,0
57,3,0,3,4,1,40,0
32,3,2,3,4,1,48,0
24,3,0,1,2,0,40,0
50,3,2,3,2,1,40,0
42,3,2,3,4,1,40,0
40,3,2,1,4,0,38,0
39,0,0,1,4,1,45,0
51,3,0,3,4,1,60,1
18,3,2,1,4,1,40,0
50,3,3,3,4,1,40,1
33,3,2,0,4,1,45,0
37,3,6,3,1,1,40,0
24,3,2,3,4,1,40,0
31,3,0,1,4,0,50,0
59,3,2,0,4,0,40,0
27,3,0,1,3,0,33,0
60,3,2,3,4,1,40,0
39,3,2,3,4,1,40,1
18,3,2,1,4,0,25,0
37,3,6,3,4,0,40,1
20,3,2,1,4,0,30,0
29,1,3,1,4,1,45,0
30,3,2,0,4,1,52,0
21,3,6,1,4,1,15,0
24,1,6,1,4,0,40,0
51,3,2,3,4,1,40,0
31,3,2,0,4,0,40,0
45,3,0,3,4,1,40,1
36,1,6,3,4,1,40,0
29,3,0,1,4,0,72,0
20,3,2,1,4,0,35,0
46,3,6,2,4,0,60,0
44,3,2,3,4,1,45,0
39,3,2,0,4,0,38,0
39,3,0,0,4,1,55,0
45,3,2,3,4,1,44,1
28,3,6,3,4,1,55,0
44,3,6,3,4,0,35,0
48,1,2,3,2,1,38,1
27,3,2,1,4,0,70,0
35,3,2,3,4,1,40,0
28,0,2,1,4,1,40,0
25,3,5,1,4,0,30,0
21,3,6,1,2,0,20,0
32,3,2,3,4,1,40,0
23,3,6,1,4,1,60,0
38,3,3,3,1,1,40,0
36,3,3,3,4,1,60,1
43,3,2,0,2,0,35,0
45,3,0,3,4,1,40,1
30,3,2,3,3,1,40,0
46,3,2,3,2,1,40,0
24,0,6,0,2,0,25,0
42,3,6,1,4,0,40,1
23,3,6,1,4,0,40,0
27,3,2,1,4,1,50,0
48,3,6,1,4,1,40,0
36,3,2,1,4,0,40,0
58,3,0,3,4,1,50,1
22,3,2,1,4,0,40,0
42,3,6,3,4,1,40,0
37,0,2,0,1,0,40,0
20,3,2,1,4,1,40,0
65,3,0,3,4,1,15,0
36,3,6,0,4,0,40,0
37,3,2,1,4,1,40,0
64,1,2,2,4,0,40,0
38,3,0,1,4,0,45,0
27,3,0,3,4,1,50,1
24,3,0,1,1,0,40,0
39,3,0,1,4,1,40,1
44,3,0,3,4,1,40,1
47,3,6,0,4,0,40,0
66,3,0,3,1,1,40,0
53,3,6,3,4,1,50,1
59,3,0,3,4,1,50,0
46,3,6,1,4,1,40,0
20,3,6,1,4,0,40,0
37,0,2,3,4,1,40,1
39,0,2,3,2,1,40,0
30,3,2,3,4,1,55,0
59,3,6,0,4,1,56,0
22,3,0,1,4,0,40,0
40,3,2,0,4,0,30,0
63,3,2,3,4,1,40,1
20,3,6,1,4,0,25,0
41,3,0,3,4,0,12,1
56,1,2,3,4,1,40,0
31,3,0,3,4,0,43,1
23,3,6,3,4,0,40,0
28,3,2,3,4,1,50,0
59,3,2,3,4,1,40,0
53,3,2,3,2,1,40,0
26,3,0,1,2,1,50,0
34,3,0,3,1,1,40,0
34,3,2,1,4,1,40,0
58,3,2,0,4,1,39,1
53,3,2,3,4,1,40,0
27,3,6,0,4,0,20,0
36,3,0,3,4,1,35,1
33,0,2,0,2,0,35,0
47,3,2,3,4,1,44,0
44,0,5,0,4,1,40,1
24,3,2,3,4,1,44,0
45,3,0,0,4,0,50,0
23,3,0,1,4,1,55,0
54,3,2,3,4,1,40,0
50,3,2,3,4,1,40,0
24,3,6,1,4,1,40,0
42,3,2,3,4,1,40,0
50,3,6,3,4,1,60,1
47,3,6,3,4,1,46,0
37,3,1,3,4,1,99,1
45,3,0,3,1,1,40,1
72,3,2,0,4,0,16,0
26,3,2,3,4,1,50,0
40,3,2,3,4,1,50,0
56,3,6,3,4,1,40,0
28,3,0,1,4,0,45,0
57,3,2,3,4,0,40,0
37,3,3,0,4,1,45,1
44,3,2,0,4,0,40,0
31,3,2,3,4,1,40,0
42,3,6,3,4,1,40,0
18,3,6,1,4,0,25,0
53,1,6,3,4,1,35,0
38,3,2,3,4,1,44,1
33,3,2,0,4,0,50,0
42,3,3,0,4,0,40,0
50,3,2,3,4,1,50,0
50,3,2,3,4,1,40,0
33,3,2,3,4,1,40,0
47,3,2,3,1,1,25,0
48,3,6,3,4,1,40,1
37,3,2,3,4,1,48,1
55,3,2,3,4,1,35,1
24,3,3,1,4,0,45,0
42,0,2,0,4,0,40,0
43,3,2,3,4,0,50,1
22,3,2,3,4,1,40,0
39,3,6,0,4,0,60,0
47,1,6,3,4,1,40,1
25,3,0,1,4,0,20,0
30,3,2,3,4,1,40,0
34,3,6,3,4,1,45,0
66,3,6,3,4,1,24,1
22,3,2,1,4,1,55,0
23,3,2,1,4,1,40,0
55,3,0,2,4,0,40,0
35,3,6,2,4,0,30,0
20,3,6,1,4,0,35,0
34,3,2,1,1,1,40,0
34,3,2,3,4,1,45,0
29,3,6,3,4,1,40,0
51,3,2,3,4,1,60,0
36,0,2,1,2,0,36,0
23,3,6,1,2,1,22,0
35,3,2,3,4,1,30,0
28,1,3,1,4,0,40,0
40,3,6,3,4,1,40,0
27,3,6,3,4,1,45,0
25,3,6,3,2,0,56,1
45,3,0,3,4,1,50,1
38,3,6,1,2,0,40,0
65,1,6,1,2,0,40,0
48,0,2,3,4,1,40,1
77,3,2,3,4,1,25,0
19,3,6,1,4,0,20,0
30,3,2,3,4,0,30,0
35,3,2,3,4,1,55,1
20,3,6,1,4,0,40,0
49,3,2,1,4,0,40,0
52,3,0,3,4,1,45,1
24,3,3,3,4,0,35,1
50,3,2,3,4,1,15,0
19,3,6,1,4,1,20,0
45,3,0,3,1,1,38,0
61,1,0,0,4,1,30,0
36,1,0,3,4,1,40,0
40,3,3,3,4,1,45,1
38,3,2,3,4,1,50,0
52,1,6,3,2,1,40,0
33,3,2,1,4,1,40,0
34,3,2,1,4,1,55,0
46,1,0,0,2,1,50,1
44,3,3,3,4,1,45,1
19,3,2,1,4,0,13,0
44,3,2,3,4,0,40,1
40,3,2,1,0,1,40,0
20,3,6,1,4,0,2,0
76,3,2,2,4,1,17,0
20,3,2,3,4,1,40,0
33,3,5,1,4,1,40,1
31,3,6,3,4,1,40,0
33,3,2,0,4,0,40,0
19,3,2,1,4,1,35,0
29,3,0,1,4,1,50,0
30,3,2,3,4,1,45,0
48,3,3,0,4,1,50,1
42,3,0,3,4,1,40,0
42,1,6,3,4,1,52,1
29,3,6,1,4,1,40,0
43,3,0,3,4,1,40,1
44,3,2,0,4,1,38,0
45,3,0,0,4,0,35,1
38,3,6,1,2,0,40,0
28,3,6,3,4,1,50,1
29,3,2,1,4,0,40,0
20,3,6,1,4,1,40,0
36,1,6,3,4,1,56,1
45,3,2,3,4,1,40,0
42,3,6,1,4,1,28,0
29,3,0,1,2,0,40,0
23,3,0,1,4,1,40,0
20,3,6,1,2,0,40,0
23,3,2,1,4,1,24,0
39,3,2,1,4,1,40,0
34,3,6,3,4,1,40,1
40,3,6,3,4,1,60,0
48,3,2,2,4,0,36,0
36,3,2,3,4,1,50,0
36,1,2,3,4,0,40,1
24,3,0,1,4,1,10,0
42,1,2,0,4,1,40,0
40,0,2,0,4,0,22,0
40,3,3,3,4,1,50,1
22,3,2,1,2,1,40,0
51,1,2,3,4,1,40,1
61,0,2,1,4,0,35,0
71,3,2,2,4,0,20,0
47,3,2,3,4,1,40,1
38,3,0,1,4,0,45,0
25,3,0,1,4,1,65,0
29,3,2,3,4,0,40,0
33,3,2,1,4,1,40,0
46,3,6,1,2,0,36,0
24,3,2,3,4,0,40,1
28,3,3,1,3,1,30,0
20,3,2,1,4,1,40,0
34,3,6,0,4,0,40,0
25,3,6,1,2,0,40,0
36,3,0,3,4,1,40,0
61,3,2,3,4,1,40,0
57,3,2,2,4,0,25,0
56,3,2,3,4,0,10,0
24,3,0,1,4,0,40,0
60,3,6,0,4,0,48,0
37,3,6,3,4,1,50,0
27,3,6,3,4,1,40,1
40,3,2,3,1,1,30,0
51,0,2,3,4,1,40,1
64,0,2,3,4,1,8,0
24,3,2,1,4,0,40,0
33,3,2,3,2,0,38,0
31,3,2,0,4,0,40,0
26,1,2,3,4,1,40,1
54,3,0,1,4,0,40,1
22,3,6,1,4,1,40,0
31,3,6,1,4,1,40,0
25,3,0,1,4,1,40,0
23,3,2,1,4,1,40,0
35,3,6,0,4,1,60,0
19,3,6,1,4,1,45,0
53,3,3,3,4,1,55,1
37,3,2,1,4,0,37,0
28,3,6,1,4,1,50,0
40,3,0,1,4,1,40,0
30,3,6,3,4,1,40,0
20,3,6,1,2,1,40,0
80,3,5,3,4,1,35,1
51,3,2,3,2,1,40,0
37,0,0,3,4,1,40,0
58,3,2,1,4,1,40,0
57,3,6,3,4,1,40,0
37,3,6,0,4,1,40,0
23,0,6,1,0,1,40,0
36,3,0,1,4,0,32,0
33,3,2,3,4,1,40,0
30,3,6,3,4,0,40,0
30,3,2,1,4,0,24,0
41,3,5,3,4,1,65,1
23,3,2,1,4,1,40,0
40,3,5,1,4,0,50,1
53,3,2,2,2,0,40,0
36,3,2,1,4,1,40,0
44,3,2,3,4,1,40,0
36,3,2,1,4,1,40,0
22,3,0,1,4,1,40,0
38,3,2,3,4,1,40,0
31,3,2,1,4,1,50,0
32,3,2,0,4,1,40,0
35,3,2,3,2,1,40,0
21,3,6,1,4,1,43,0
26,3,2,3,4,1,40,0
19,1,2,1,2,0,40,0
43,3,2,3,2,0,42,1
33,3,2,3,4,1,60,0
30,3,0,1,4,1,10,0
38,1,0,3,4,1,40,1
28,3,0,3,4,1,46,1
51,3,0,3,4,1,50,1
32,3,0,3,1,1,50,1
32,3,0,3,4,1,48,1
37,3,2,3,4,1,40,0
37,3,6,3,4,1,50,1
36,3,6,1,4,1,40,0
21,3,6,1,4,1,65,0
17,3,2,1,4,1,35,0
27,3,6,0,4,0,38,0
38,3,2,0,4,0,20,0
26,3,2,1,4,0,40,0
20,3,6,1,4,0,35,0
55,3,2,0,4,0,40,0
66,3,0,3,4,1,40,1
66,1,1,0,4,0,40,0
49,3,6,0,4,0,40,0
34,3,2,0,2,1,45,0
38,3,0,3,4,1,50,1
29,3,2,3,4,1,50,0
37,1,0,0,4,0,35,0
52,1,3,1,4,1,32,1
27,3,3,1,4,0,46,0
52,3,2,3,4,0,40,0
31,3,2,1,4,1,40,0
28,3,2,1,4,1,40,0
31,3,6,3,4,1,50,0
29,3,2,3,4,1,40,0
45,3,2,2,4,0,35,0
34,3,2,1,1,1,35,1
23,3,6,1,4,1,40,0
66,3,0,3,4,1,45,1
61,3,2,3,4,1,40,0
55,3,6,0,4,0,40,0
24,3,2,1,4,1,40,0
30,3,2,0,4,1,30,0
25,3,2,3,4,1,40,0
49,3,0,0,4,1,40,0
58,3,0,3,4,1,40,1
40,0,0,1,4,1,40,0
62,3,3,0,4,0,45,0
54,3,0,3,4,1,25,1
32,3,2,3,1,1,40,0
22,1,0,1,4,0,35,0
47,3,2,3,4,1,40,0
19,3,6,1,4,0,40,0
46,3,6,3,4,0,40,0
42,3,2,0,2,0,40,0
25,3,0,1,4,0,35,0
42,3,2,3,4,1,50,0
43,3,0,0,4,0,40,1
40,3,3,3,4,1,50,1
62,1,2,2,4,0,40,0
20,3,6,1,4,1,16,0
47,3,6,3,4,1,50,0
40,3,6,3,4,1,40,0
44,3,2,3,1,0,40,1
48,3,0,3,4,1,55,0
46,1,6,3,2,1,40,1
53,3,2,3,4,1,30,0
47,0,6,3,4,1,40,1
41,3,2,1,4,1,40,0
41,3,2,3,4,1,40,0
20,3,6,1,4,1,35,0
54,1,0,1,4,1,50,0
37,3,2,0,4,1,40,0
59,3,1,3,4,1,40,0
24,3,0,1,2,0,35,0
22,3,2,1,4,0,42,0
33,3,6,3,4,1,45,1
65,3,0,3,4,1,40,1
23,3,2,3,4,1,40,0
28,3,6,1,4,0,30,0
20,3,6,1,4,1,40,0
22,3,0,1,4,0,7,0
42,0,3,3,4,1,40,1
38,3,2,1,2,0,40,0
33,3,6,3,4,1,50,0
45,3,2,0,4,0,40,0
21,3,0,1,1,0,45,0
40,3,2,2,2,0,40,0
58,3,6,1,2,0,37,0
53,0,2,2,4,0,58,0
39,3,3,3,4,1,50,1
56,1,2,3,4,1,40,0
37,3,6,3,4,1,50,0
44,3,0,3,4,1,40,0
36,3,6,3,1,1,50,1
33,3,2,0,4,0,40,0
36,3,5,1,4,1,50,1
26,3,6,3,4,0,25,0
25,3,3,1,4,1,40,0
28,3,6,3,4,0,15,0
43,3,2,3,4,1,40,0
33,3,2,3,4,1,50,0
34,3,6,3,4,1,40,0
31,3,0,3,4,1,45,1
22,3,6,1,4,0,20,0
47,3,6,0,4,0,60,0
27,3,0,1,1,0,40,0
43,3,3,3,4,1,40,1
36,3,6,2,4,0,20,0
37,0,2,0,4,1,40,0
24,3,2,1,4,1,40,0
38,3,0,3,4,1,70,0
48,3,0,3,2,1,40,1
64,3,0,0,4,0,50,0
36,3,2,0,4,0,40,0
53,3,6,3,4,1,40,0
22,3,6,1,2,1,20,0
46,3,2,0,4,0,40,0
45,3,2,3,4,1,40,0
43,3,2,3,4,1,40,1
20,3,2,1,2,1,20,0
43,0,6,0,1,1,40,0
36,3,0,3,4,1,40,1
46,3,6,3,4,1,38,1
46,1,3,0,4,0,65,1
41,1,0,1,4,0,70,0
28,3,6,1,4,0,40,0
23,3,6,3,4,1,45,0
30,0,0,1,4,0,60,1
44,3,0,3,4,0,40,0
27,3,2,3,4,1,45,1
25,3,2,1,4,0,34,0
54,3,2,3,4,1,40,1
27,3,0,1,4,1,65,0
34,3,2,3,4,1,35,0
38,3,6,3,4,1,50,0
56,3,3,3,4,0,40,1
23,3,6,1,4,1,40,0
19,3,6,1,2,0,20,0
42,3,5,3,4,1,35,1
46,3,0,3,4,1,45,1
27,3,2,1,4,1,40,0
23,3,6,1,4,1,20,0
24,3,2,1,4,1,40,0
34,3,2,1,1,1,40,0
25,0,2,1,4,1,40,0
54,1,2,1,4,0,30,0
25,3,0,1,4,0,40,0
50,3,0,0,4,0,50,0
40,3,2,3,4,1,40,0
58,1,0,1,4,0,37,0
21,3,2,1,4,0,30,0
40,3,0,3,4,1,50,1
48,3,2,3,4,1,60,0
34,3,2,1,4,1,70,0
23,3,2,1,3,0,40,0
43,1,3,1,4,0,50,1
42,1,6,1,4,1,40,0
48,0,2,3,4,0,40,1
25,3,2,3,4,1,35,0
40,3,0,3,4,1,40,1
52,3,2,0,4,1,40,0
41,3,0,3,4,1,42,1
36,1,2,1,4,1,40,0
28,3,0,1,4,0,40,0
20,3,6,1,4,1,9,0
68,3,2,3,4,1,40,1
35,3,2,3,4,1,40,0
32,3,2,1,2,1,40,0
64,3,3,3,4,1,50,1
25,3,0,1,4,1,20,0
67,3,2,3,4,1,10,0
42,3,2,1,4,1,40,0
29,3,2,1,4,1,40,0
31,3,2,3,2,1,40,0
21,3,2,3,4,1,37,0
27,3,0,1,4,0,36,0
28,3,2,3,4,1,46,0
21,3,6,1,4,1,40,0
29,3,2,3,4,1,35,0
21,3,0,1,4,1,40,0
27,3,6,3,0,0,45,0
25,3,2,1,4,1,40,0
34,3,0,3,4,1,40,0
43,1,2,3,4,1,40,1
21,3,2,1,2,0,35,0
25,3,6,0,4,0,25,0
21,3,2,1,4,0,40,0
20,3,6,1,4,1,20,0
23,3,6,1,4,1,32,0
21,3,6,1,4,1,10,0
25,3,0,1,4,1,40,0
24,3,0,1,4,0,40,0
22,3,6,1,4,0,20,0
26,3,2,3,4,0,40,0
41,1,0,3,4,1,40,1
18,3,2,3,4,0,40,0
24,3,0,1,4,1,40,0
38,3,2,3,4,1,48,0
36,3,0,1,4,0,17,0
45,1,3,0,4,0,55,0
38,1,6,3,4,1,40,1
38,3,2,3,4,1,50,1
31,1,2,3,4,1,48,0
27,3,2,1,4,1,50,0
61,0,6,3,4,0,30,0
33,3,2,3,4,1,40,0
25,3,2,0,4,0,40,0
27,3,2,3,4,0,40,0
45,3,2,3,4,1,60,1
24,3,0,1,1,0,40,0
48,3,6,0,4,0,40,0
61,0,6,3,4,1,40,1
22,3,2,1,4,0,20,0
32,3,2,3,4,1,40,1
35,0,6,0,4,0,50,0
24,3,2,1,4,1,40,0
64,3,2,0,4,1,20,0
22,3,2,1,4,0,35,0
27,3,2,1,2,0,30,0
52,3,6,2,4,0,40,0
23,3,6,1,1,1,24,0
34,3,2,1,2,1,80,0
38,3,2,1,2,0,30,0
19,3,2,3,4,1,40,0
39,3,3,1,4,1,40,0
27,3,3,1,4,0,40,0
44,3,0,3,4,1,40,1
19,3,2,1,4,0,35,0
32,1,2,1,4,1,40,0
48,3,2,3,4,1,40,1
48,3,2,1,2,0,32,0
29,1,6,3,4,1,40,1
30,1,6,3,4,1,40,1
65,3,2,2,4,0,15,0
47,0,6,3,4,1,40,0
41,3,2,0,4,1,40,0
38,1,3,3,4,1,40,1
22,3,0,1,4,0,30,0
56,3,3,1,4,1,50,0
59,3,0,0,4,1,55,1
22,3,6,1,1,1,20,0
33,3,2,3,4,1,45,1
53,3,2,1,4,1,10,0
59,3,5,3,4,1,50,0
45,3,2,3,4,1,40,0
39,3,6,0,4,0,45,0
38,3,0,0,4,0,56,0
31,3,2,0,4,1,40,0
26,3,0,1,1,1,20,0
32,3,6,0,4,1,60,0
25,1,0,1,4,0,20,0
43,1,2,3,4,1,40,0
55,3,3,3,4,1,55,1
31,3,2,3,4,1,40,0
56,3,3,3,4,1,40,1
22,3,6,1,4,1,16,0
46,1,0,3,2,1,40,1
33,3,6,3,4,0,35,0
45,3,2,1,4,0,40,0
43,3,6,3,3,0,6,0
27,3,0,1,4,0,99,0
51,3,2,3,4,1,40,1
42,3,2,1,4,1,40,0
38,3,0,3,4,1,45,1
44,3,2,0,4,0,40,0
36,3,2,3,4,1,64,1
37,3,2,3,1,0,60,0
29,3,0,1,4,1,50,1
80,3,6,2,4,0,20,0
55,3,6,3,4,1,52,0
20,3,6,1,4,0,25,0
23,3,2,1,4,1,40,0
48,0,6,3,4,1,40,1
24,3,0,1,4,0,50,0
39,0,2,1,4,1,50,0
22,3,0,1,4,0,25,0
67,0,0,2,4,0,40,0
18,3,2,1,4,0,25,0
38,3,0,3,4,1,54,1
50,3,2,0,4,0,40,0
23,3,6,1,4,0,20,0
26,3,6,3,4,1,40,0
32,3,2,3,4,1,40,0
44,3,0,1,4,1,40,1
27,3,2,3,4,0,40,0
40,1,6,3,4,1,40,1
57,3,6,3,4,1,40,1
25,3,0,1,4,1,35,0
27,3,2,3,4,0,40,0
39,3,6,0,4,0,40,0
31,1,0,1,4,1,45,0
25,3,0,1,4,1,40,0
22,3,2,3,4,1,50,0
29,0,2,0,3,0,40,0
44,3,6,3,4,0,70,1
32,3,0,3,4,0,2,0
24,3,2,1,4,0,36,0
43,1,2,0,2,0,40,0
33,3,2,1,4,1,40,0
32,3,2,3,4,0,40,1
38,3,3,3,4,1,45,1
33,3,6,0,4,0,40,0
27,3,2,1,4,1,40,0
41,3,2,0,4,1,40,0
47,1,3,3,4,1,60,1
54,3,6,2,4,0,50,0
40,3,0,3,4,1,40,1
21,3,2,1,4,0,40,0
34,3,0,0,4,0,25,0
30,3,0,3,4,1,40,1
31,3,6,1,4,0,45,0
22,3,2,1,4,1,37,0
37,3,2,3,2,1,40,1
52,1,3,1,4,0,40,0
48,3,6,0,4,0,48,0
58,3,2,3,4,1,40,1
40,3,2,1,4,0,45,0
30,3,2,0,4,0,25,0
26,0,6,3,2,1,40,0
50,0,0,0,2,0,40,0
22,3,2,3,4,1,50,1
36,3,3,2,1,0,40,0
30,3,2,3,4,1,52,1
19,3,2,1,4,0,40,0
30,3,6,3,4,1,40,0
51,3,6,3,4,1,45,1
24,3,6,1,4,1,42,0
44,3,3,0,4,1,24,0
43,3,2,3,4,1,50,1
35,3,0,1,4,1,50,0
51,3,2,3,4,1,50,1
41,3,2,3,4,1,40,1
38,3,6,0,3,0,40,0
62,3,2,1,4,1,40,0
45,3,1,3,4,1,60,0
30,3,2,1,2,0,35,0
32,3,2,3,4,1,40,0
46,3,0,1,4,1,60,0
67,1,3,0,4,0,40,0
29,3,0,3,4,1,40,1
23,3,6,3,4,1,42,0
31,3,0,1,4,1,50,1
61,3,2,0,2,0,40,0
39,3,2,1,4,1,40,0
37,1,6,3,2,0,27,0
47,3,6,3,0,1,40,0
45,0,6,3,4,1,65,1
30,3,2,3,4,1,60,0
49,3,6,0,4,1,44,1
